Sat Mar 11 15:38:40 2023, 306.046301, parallel, 1800000, 1000000, 1700000, 400000, 400000, 400000, 400000, 1000000, 22517266208, 22978556470
Sat Mar 11 15:39:19 2023, 305.166469, parallel, 800000, 400000, 1700000, 1700000, 1500000, 600000, 600000, 400000, 22980621406, 23447380465
Sat Mar 11 15:39:58 2023, 306.400663, parallel, 500000, 1800000, 1700000, 1700000, 1700000, 400000, 400000, 400000, 23449427396, 23920903667
Sat Mar 11 15:40:38 2023, 308.436476, parallel, 1800000, 500000, 1000000, 1700000, 400000, 1400000, 400000, 400000, 23922703894, 24392698296
Sat Mar 11 15:41:13 2023, 274.232905, parallel, 1800000, 1200000, 700000, 600000, 1400000, 1000000, 1000000, 400000, 24394570667, 24934855417
Sat Mar 11 15:41:47 2023, 265.055840, parallel, 1500000, 1100000, 1800000, 1800000, 1000000, 800000, 400000, 500000, 24936640996, 25482757456
Sat Mar 11 15:42:22 2023, 272.107358, parallel, 1800000, 600000, 400000, 400000, 1400000, 400000, 400000, 1200000, 25485251285, 26033367436
Sat Mar 11 15:42:57 2023, 269.743701, parallel, 1700000, 400000, 800000, 1800000, 1700000, 1000000, 400000, 400000, 26035315734, 26568479530
Sat Mar 11 16:22:05 2023, 472.404298, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 27661091235, 28029485556
Sat Mar 11 16:23:05 2023, 460.734352, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 28030771319, 28402781658
Sat Mar 11 16:24:07 2023, 491.289754, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 28404056008, 28775679691
Sat Mar 11 16:25:09 2023, 488.414576, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 28777035461, 29151545550
Sat Mar 11 16:26:10 2023, 479.121154, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 29152898207, 29524183878
Sat Mar 11 16:27:12 2023, 486.360793, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 29525418311, 29903119981
Sat Mar 11 16:28:13 2023, 480.434911, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 29904463727, 30276528998
Sat Mar 11 16:29:14 2023, 475.570717, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 30278392091, 30652757527
Sat Mar 11 16:30:16 2023, 486.432154, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 30653949174, 31024618513
Sat Mar 11 16:31:18 2023, 492.514799, parallel, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 31025867411, 31394139540
Sun Mar 12 13:49:46 2023, 235.995806, parallel, 1400000, 1000000, 1200000, 1800000, 1500000, 400000, 700000, 500000, 415270543, 1042532609
Sun Mar 12 13:50:18 2023, 247.861576, parallel, 1700000, 1800000, 1800000, 1700000, 1400000, 600000, 1200000, 1500000, 1044530407, 1631723605
Sun Mar 12 13:50:51 2023, 256.374393, parallel, 800000, 600000, 600000, 1800000, 1100000, 600000, 400000, 800000, 1633694731, 2209854511
Sun Mar 12 13:51:24 2023, 257.760035, parallel, 1700000, 1700000, 1800000, 1700000, 1700000, 400000, 1000000, 400000, 2212243970, 2785743173
Sun Mar 12 13:51:57 2023, 260.636636, parallel, 1500000, 1800000, 1800000, 1700000, 1300000, 400000, 700000, 1000000, 2787578984, 3356141249
Sun Mar 12 13:52:31 2023, 261.268918, parallel, 1400000, 1700000, 1800000, 1800000, 1700000, 800000, 700000, 400000, 3357813242, 3919932530
Sun Mar 12 13:53:05 2023, 263.103617, parallel, 1700000, 1800000, 1700000, 1700000, 400000, 1800000, 1000000, 800000, 3922332366, 4478230784
Sun Mar 12 13:53:39 2023, 263.827573, parallel, 1000000, 1400000, 1800000, 1700000, 1800000, 400000, 400000, 400000, 4480419377, 5032081295
Sun Mar 12 13:54:13 2023, 264.691775, parallel, 1000000, 1800000, 1800000, 1700000, 1700000, 500000, 600000, 500000, 5034409353, 5594296652
Sun Mar 12 13:54:47 2023, 266.852536, parallel, 800000, 1800000, 1700000, 1700000, 1800000, 400000, 1500000, 1400000, 5596587479, 6153873467
